rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_intensity,soil_moisture,river_level,river_level_change,elevation,slope,distance_to_river,historical_flood_frequency,flood_label
1.9,2.62,3.62,7.33,2.44,23.34,1.16,-0.2,2366.9,41.7,6.69,0.454,0
53.67,84.96,113.82,157.14,50.83,64.75,3.47,1.19,3114.4,58.0,8.5,0.296,0
5.47,18.68,35.03,65.6,4.86,59.11,1.82,-0.04,551.7,22.4,1.86,0.773,0
1.22,2.44,4.03,6.23,1.16,45.79,1.26,-0.48,1193.3,24.5,4.38,0.584,0
24.31,35.12,58.13,71.54,24.28,51.82,1.76,-0.09,1362.0,21.2,4.77,0.567,0
11.25,22.49,34.45,45.26,10.72,27.21,1.44,-0.3,2370.4,42.7,11.34,0.33,0
66.05,85.52,180.13,221.46,63.68,83.56,5.86,2.02,730.5,32.4,2.74,0.719,1
11.87,28.02,45.87,88.51,9.0,50.12,1.64,-0.29,2878.3,45.6,10.24,0.199,0
1.5,5.4,8.38,18.67,1.74,40.43,1.55,-0.23,1521.7,28.8,6.19,0.501,0
30.99,35.53,79.68,154.13,22.77,78.27,2.45,0.36,1039.1,22.5,5.0,0.511,0
30.72,62.76,86.69,112.39,23.41,53.32,1.71,0.0,724.5,13.6,2.06,0.819,0
41.59,45.64,59.05,164.01,30.78,75.63,2.83,1.18,3101.4,55.4,8.42,0.275,0
9.61,10.61,32.24,41.46,12.34,31.52,1.87,-0.18,1650.7,30.8,8.33,0.486,0
13.5,26.16,45.2,50.28,13.2,42.67,1.56,-0.3,1358.3,28.4,4.2,0.529,0
31.93,42.2,111.0,191.25,38.97,50.53,2.62,0.43,1056.9,36.0,4.74,0.602,0
10.46,26.59,60.88,113.75,9.1,47.42,2.13,-0.18,2064.2,38.6,5.79,0.514,0
4.35,5.09,11.36,13.76,5.02,46.09,1.86,-0.21,1346.7,32.5,5.44,0.684,0
12.99,15.48,24.7,41.73,12.23,35.85,1.6,-0.27,1405.8,28.2,4.52,0.619,0
10.91,13.47,30.06,51.94,9.83,34.23,1.79,-0.38,2706.5,49.1,7.45,0.23,0
4.48,7.44,10.22,34.45,3.66,44.67,1.8,-0.42,700.9,21.7,5.96,0.662,0
26.02,27.81,61.55,83.46,31.62,45.13,2.27,0.31,2160.3,38.4,6.04,0.55,0
13.76,51.0,81.18,188.71,11.99,67.38,2.89,0.12,1685.9,39.3,5.48,0.626,0
62.95,121.98,196.62,328.02,54.51,59.41,3.99,1.13,1195.6,38.7,3.44,0.695,1
10.44,26.54,48.29,79.54,8.0,44.52,2.06,-0.19,549.8,15.1,1.92,0.766,0
65.71,78.52,156.12,175.23,60.21,84.66,4.47,1.38,1052.5,19.7,5.12,0.583,1
36.51,42.4,104.69,237.88,29.21,55.16,2.71,0.21,2013.1,44.1,14.27,0.265,0
5.71,18.19,39.0,97.19,5.89,48.98,2.08,-0.31,578.8,18.5,1.92,0.838,0
15.17,33.41,59.6,83.03,17.65,53.24,1.63,-0.3,429.1,9.0,2.27,0.822,0
50.15,88.04,168.2,193.15,38.89,55.97,3.29,0.54,2521.7,45.6,7.37,0.408,0
31.91,60.11,83.62,98.69,41.24,42.53,1.78,-0.09,639.9,18.6,1.83,0.845,0
2.46,5.22,5.58,8.54,1.95,17.3,1.21,-0.42,2308.8,39.7,6.47,0.41,0
13.74,27.56,56.45,85.96,10.26,58.1,2.26,-0.12,1835.2,37.4,4.83,0.635,0
19.23,25.08,30.77,35.12,20.22,54.93,1.7,0.06,1432.1,29.9,4.65,0.644,0
40.99,54.0,112.26,231.5,38.07,62.8,3.39,0.74,2386.5,44.3,7.3,0.453,1
16.07,18.21,34.41,52.78,19.78,43.12,1.71,-0.08,523.3,17.8,1.76,0.852,0
33.42,55.16,115.84,196.39,30.93,81.97,3.55,0.83,1681.5,31.0,5.91,0.567,0
5.74,10.63,15.6,52.23,4.24,61.9,1.7,-0.05,2676.5,42.2,7.6,0.35,0
9.22,21.94,30.05,53.03,9.45,30.36,1.63,-0.12,2110.4,51.4,5.73,0.575,0
39.79,74.71,125.09,201.87,39.55,78.92,4.02,0.98,1397.8,30.9,4.72,0.589,1
8.13,19.5,70.11,120.78,9.7,75.28,2.32,-0.23,470.7,11.4,4.08,0.693,0
43.81,84.31,116.07,155.29,40.51,47.71,2.38,0.28,1186.7,37.8,11.26,0.407,0
13.7,23.22,44.67,50.93,16.89,49.8,1.84,-0.18,2429.7,34.7,9.89,0.342,0
19.22,77.47,91.89,169.32,20.79,62.31,2.5,0.04,736.5,19.4,3.82,0.716,0
56.8,99.59,118.87,247.16,61.54,75.6,2.93,0.81,422.7,11.2,1.43,0.805,1
56.15,101.59,144.64,170.63,70.66,63.64,3.23,1.28,844.7,27.1,2.34,0.712,1
30.25,60.37,99.58,138.71,26.23,73.09,3.1,0.63,2600.7,35.6,7.22,0.395,0
13.29,44.66,58.44,69.33,12.6,40.67,1.87,-0.01,1634.1,38.5,6.4,0.549,0
57.05,85.39,146.03,209.99,43.8,68.08,2.93,0.65,471.2,14.5,1.65,0.794,0
7.99,13.83,23.0,68.16,9.67,34.36,1.48,-0.3,1758.7,38.6,5.62,0.581,0
38.27,71.29,134.09,218.76,48.73,75.97,4.21,1.62,2762.7,46.3,8.28,0.377,1
20.43,25.17,50.19,104.93,15.54,75.81,2.09,-0.09,454.3,14.3,2.66,0.695,0
15.29,33.42,102.42,201.1,14.33,73.29,3.35,0.32,2176.6,39.9,6.34,0.519,0
36.95,73.06,158.29,273.17,36.79,77.21,3.63,0.75,1391.3,20.5,3.83,0.591,1
90.13,162.73,206.34,302.41,95.21,71.41,5.73,3.32,2188.8,56.1,6.37,0.465,1
36.62,51.79,90.91,169.06,37.57,80.94,2.66,0.61,471.7,15.5,2.88,0.762,1
21.6,34.78,71.31,95.82,27.26,56.0,2.29,0.33,2094.0,34.5,5.81,0.488,0
20.01,24.0,83.79,197.39,21.71,77.94,2.98,0.41,820.4,16.6,2.98,0.695,0
22.89,53.18,88.14,151.95,21.41,75.78,3.43,0.45,1201.5,25.8,6.23,0.523,0
2.08,3.2,4.14,10.68,2.33,52.46,1.72,-0.44,828.6,17.9,4.0,0.704,0
10.9,17.18,29.38,50.89,10.43,44.5,1.81,-0.15,880.3,27.3,3.83,0.679,0
39.66,81.7,149.73,281.26,49.94,84.86,4.38,1.31,2068.3,25.3,6.14,0.45,1
6.71,27.53,79.97,175.25,6.28,75.51,3.23,-0.01,2441.2,36.5,10.05,0.226,0
30.98,37.89,66.68,108.95,22.81,51.16,2.3,-0.03,1162.1,32.1,3.68,0.689,0
4.56,27.58,41.7,84.74,3.85,50.81,2.15,-0.36,2762.1,45.4,7.78,0.432,0
27.64,37.98,48.76,68.34,30.22,50.19,1.71,0.18,2504.9,46.7,6.64,0.447,0
3.92,19.33,49.3,86.42,3.1,65.82,2.01,-0.27,1066.3,28.6,6.71,0.58,0
62.24,114.88,136.8,194.76,43.79,77.73,4.06,1.36,1540.5,34.9,4.69,0.598,1
2.28,3.04,5.57,8.25,2.63,38.56,2.13,-0.44,1558.1,31.4,8.54,0.455,0
7.41,28.23,41.92,82.02,8.38,39.26,1.97,-0.31,2996.9,43.6,7.72,0.349,0
7.57,25.45,77.51,126.75,8.95,59.16,2.15,-0.03,2561.4,31.7,6.91,0.461,0
1.71,3.12,5.94,8.46,1.94,27.21,1.65,-0.13,1201.6,20.4,4.27,0.74,0
0.93,6.91,11.43,20.11,0.88,49.65,1.55,-0.21,2719.5,47.4,10.53,0.355,0
6.18,6.92,9.68,27.78,6.99,43.09,1.17,-0.37,2173.7,32.4,6.13,0.536,0
39.03,68.72,108.21,151.77,36.7,53.63,2.95,0.51,2808.6,43.4,7.93,0.309,0
32.18,53.11,82.39,107.17,24.58,73.51,2.26,0.3,468.1,11.2,1.53,0.738,0
47.47,60.81,73.03,165.89,45.79,71.95,2.32,0.96,1223.0,26.3,5.36,0.517,1
7.9,19.02,29.35,32.45,6.56,48.46,1.47,-0.24,578.1,17.9,2.17,0.793,0
10.18,20.02,33.04,49.26,9.66,45.59,1.41,-0.38,1016.1,21.0,3.42,0.836,0
57.2,97.02,176.49,293.28,64.59,93.04,4.83,2.23,1414.4,20.9,4.58,0.636,1
45.37,81.52,133.96,185.56,50.2,57.73,2.93,0.79,1982.1,46.5,5.17,0.535,1
20.78,36.49,60.07,73.96,26.34,65.64,2.24,0.01,1212.1,19.5,3.39,0.617,0
6.54,12.95,17.1,51.18,5.25,58.12,1.71,-0.32,605.3,26.5,3.07,0.684,0
20.12,68.57,102.59,133.25,14.68,52.85,2.39,-0.2,899.5,23.3,4.61,0.592,0
54.67,61.13,139.77,201.21,62.9,55.36,3.02,0.7,1099.5,23.0,3.05,0.584,0
18.26,21.52,34.56,52.94,19.54,38.41,1.98,0.04,2793.2,46.1,8.31,0.373,0
74.09,108.52,181.66,264.47,67.58,62.31,3.61,1.3,730.9,28.8,5.02,0.703,1
58.99,101.06,137.21,178.13,52.01,67.62,4.14,1.55,2318.2,48.3,7.75,0.373,1
27.94,33.43,94.5,185.68,30.23,81.64,3.48,1.05,1077.8,35.5,4.29,0.681,1
21.5,24.79,39.8,49.14,21.64,46.9,1.47,-0.15,1443.0,28.9,6.76,0.478,0
73.22,135.08,201.02,260.92,64.37,77.97,4.18,1.49,556.6,18.7,3.46,0.766,1
20.46,32.94,41.51,55.45,15.77,40.86,2.04,-0.24,2778.1,42.8,14.57,0.17,0
9.3,30.95,44.2,52.86,8.66,47.95,2.14,-0.0,2397.6,45.2,6.2,0.424,0
3.5,11.24,21.45,35.45,3.92,53.65,2.0,-0.36,2954.5,45.7,8.14,0.337,0
18.57,41.86,79.22,107.79,19.32,44.84,2.15,0.05,3199.3,51.3,11.93,0.231,0
18.91,48.16,54.03,142.38,16.01,77.01,2.69,0.51,1772.1,46.2,5.64,0.474,0
43.11,72.29,82.15,222.25,50.09,60.97,2.29,0.95,1709.7,34.9,5.0,0.558,0
6.5,38.78,68.54,75.61,8.43,58.92,2.05,-0.24,2036.0,41.8,5.76,0.547,0
27.92,54.7,80.48,142.75,32.32,63.0,3.01,0.57,3094.8,43.7,9.4,0.244,0
25.6,44.58,53.64,96.71,21.9,38.1,1.8,-0.02,1092.7,37.3,4.33,0.575,0
44.4,90.09,161.78,283.06,48.67,94.15,4.9,1.6,1351.7,19.4,6.32,0.554,1
16.74,21.54,37.59,49.47,15.38,60.42,2.06,0.17,2021.8,42.2,8.98,0.388,0
26.11,55.36,108.01,181.05,30.49,72.34,3.29,0.58,2822.9,43.0,8.67,0.335,0
15.21,34.09,48.03,61.5,16.28,59.15,2.06,-0.03,1934.9,40.8,8.42,0.432,0
34.84,91.91,154.87,192.88,37.73,77.23,4.73,1.14,2627.5,40.2,8.45,0.286,1
22.02,68.83,187.52,320.22,27.19,66.4,4.99,0.52,2914.3,47.7,7.72,0.257,0
10.19,13.17,29.38,58.5,7.17,53.98,2.06,-0.15,3077.4,52.5,8.75,0.353,0
31.26,53.15,100.38,185.33,23.53,71.79,3.34,0.36,1187.6,40.6,8.46,0.491,0
3.3,9.09,21.87,31.68,3.93,31.48,1.71,-0.42,1185.3,26.4,7.02,0.507,0
4.98,14.25,28.67,40.36,5.28,46.9,2.23,-0.29,3074.2,48.7,8.18,0.33,0
31.81,50.71,67.77,104.03,22.64,59.27,2.39,0.25,1773.5,37.0,5.13,0.513,0
26.34,35.79,65.01,74.11,27.03,38.69,1.76,0.11,808.1,22.6,2.94,0.766,0
8.17,15.59,25.09,50.52,7.75,47.92,1.4,-0.28,1716.9,41.0,5.14,0.587,0
9.14,15.72,22.77,29.27,7.25,33.54,1.78,-0.2,1917.3,42.9,8.77,0.426,0
12.72,31.02,54.78,72.03,9.3,36.04,2.1,-0.09,3153.5,43.7,10.21,0.275,0
18.4,62.24,138.08,200.12,23.44,68.5,3.45,0.15,817.7,25.5,2.3,0.742,0
17.8,70.75,147.33,191.43,19.87,58.82,3.59,0.12,2668.7,43.8,8.43,0.489,1
26.48,35.19,59.43,81.59,21.7,48.58,1.99,0.2,2568.1,38.6,7.31,0.418,0
4.01,15.21,45.24,85.22,4.81,56.76,2.2,-0.08,2910.2,46.7,8.69,0.274,0
9.58,29.19,37.6,90.19,6.96,64.8,2.28,0.05,2853.5,50.7,10.08,0.317,0
47.62,76.55,107.74,155.37,53.74,54.57,2.37,0.73,1736.4,32.2,4.7,0.523,0
22.12,60.5,86.94,165.4,28.39,55.25,2.37,0.34,2959.6,48.9,12.8,0.274,0
8.08,12.12,35.18,65.0,6.43,55.88,1.65,-0.13,1271.8,31.6,3.62,0.7,0
36.53,71.41,135.51,194.76,30.21,58.93,3.06,0.23,1368.8,29.5,6.1,0.6,0
22.55,50.32,73.98,144.27,29.17,72.39,2.83,0.74,2671.0,33.5,7.05,0.256,0
21.24,25.55,48.34,138.99,22.97,64.64,1.88,0.24,806.3,26.6,3.12,0.777,0
26.33,34.21,53.6,111.88,25.9,52.91,1.97,0.39,2680.3,49.8,7.27,0.446,0
57.86,95.08,133.17,244.97,65.86,69.08,3.22,1.13,697.2,20.7,2.5,0.729,1
37.49,66.23,81.78,171.73,40.78,81.4,3.17,1.34,1760.6,32.5,6.53,0.561,1
23.86,51.44,101.21,139.4,28.92,71.52,3.06,0.59,2585.4,41.4,6.89,0.413,0
1.66,3.89,5.35,7.41,1.75,44.39,2.0,-0.09,1337.3,33.0,3.91,0.622,0
2.45,5.87,7.69,20.25,2.92,36.62,1.75,-0.14,2183.5,46.7,6.61,0.443,0
85.39,154.7,244.25,261.44,70.37,78.08,7.04,2.48,2182.9,44.9,7.14,0.467,1
36.21,60.02,80.14,146.18,28.64,75.55,2.74,0.85,1108.6,35.4,7.08,0.5,1
5.97,8.15,10.75,39.63,4.91,56.24,1.75,-0.19,3197.8,47.8,9.52,0.289,0
15.1,31.63,43.94,51.92,11.39,47.17,1.77,-0.04,2575.0,43.6,7.14,0.477,0
2.23,3.73,5.11,8.29,2.29,25.27,1.65,-0.32,2423.3,44.1,6.83,0.463,0
12.87,16.39,32.78,58.83,12.0,46.69,1.71,-0.01,444.3,21.5,1.39,0.833,0
48.1,64.37,139.09,171.87,39.99,50.2,2.69,0.39,1703.9,32.7,5.22,0.612,1
15.25,22.71,36.81,45.69,15.64,29.81,1.89,-0.07,2193.7,34.7,6.36,0.407,0
2.75,20.0,35.46,48.28,3.17,40.77,1.78,-0.12,1508.3,28.9,5.15,0.54,0
9.88,28.41,35.8,70.01,12.6,62.03,1.76,0.1,2231.7,32.5,6.46,0.394,0
18.46,23.34,27.59,98.07,15.66,59.7,1.62,-0.08,617.7,22.4,3.06,0.7,0
47.1,80.4,133.61,150.93,59.04,66.15,4.08,1.48,3136.4,42.2,8.58,0.306,0
6.85,50.11,68.52,84.91,8.4,49.84,2.06,-0.21,981.5,24.4,3.9,0.798,0
10.2,18.6,40.37,54.79,8.35,39.47,1.8,-0.08,2417.6,46.8,10.58,0.332,0
3.64,7.58,17.82,30.0,3.77,50.79,1.81,-0.45,1548.8,26.0,4.37,0.582,0
1.13,7.08,11.92,28.96,1.42,56.93,1.81,-0.38,1426.1,27.0,3.85,0.595,0
16.14,36.46,61.45,74.96,12.73,43.53,1.55,-0.01,477.5,22.0,8.62,0.608,0
11.15,23.03,25.49,52.5,9.75,26.05,1.51,-0.29,2599.0,50.4,7.12,0.408,0
13.86,24.93,50.16,90.74,10.81,43.02,1.8,-0.26,1547.9,33.8,4.08,0.603,0
9.53,40.17,59.0,101.95,9.38,67.78,2.3,-0.22,527.3,24.9,5.1,0.762,0
1.94,4.82,23.14,62.73,2.02,61.86,1.84,-0.38,1821.2,34.6,5.11,0.521,0
4.28,13.13,22.11,33.46,5.44,51.55,1.54,-0.31,2327.5,46.8,8.24,0.473,0
24.85,36.12,57.11,157.39,24.45,62.85,2.37,0.07,1770.7,32.2,7.21,0.518,0
8.0,13.73,28.96,31.63,7.47,46.95,1.65,-0.03,1632.8,38.9,6.21,0.549,0
55.04,97.56,145.1,182.48,45.0,76.46,3.76,0.97,659.2,23.4,4.25,0.736,1
39.27,62.52,85.08,102.42,37.77,51.27,2.33,0.26,1463.3,31.1,5.01,0.583,0
6.05,10.49,13.3,15.65,4.86,22.56,1.54,-0.25,2598.0,31.7,9.49,0.445,0
64.55,106.69,150.76,203.91,45.51,77.72,4.98,1.64,2796.7,44.7,7.79,0.39,1
64.44,74.3,154.6,175.8,79.65,63.91,3.77,1.87,2635.0,49.8,11.03,0.25,1
77.56,156.93,200.18,229.87,93.59,86.23,4.28,2.15,771.1,12.1,2.59,0.73,1
10.06,14.77,24.25,50.87,9.84,43.01,1.77,-0.13,1662.1,27.2,4.62,0.509,0
60.55,95.03,115.75,255.08,45.16,74.97,3.66,1.02,1892.7,30.4,7.45,0.412,1
43.33,112.78,216.64,404.3,53.94,85.99,6.84,2.32,2190.9,40.3,7.86,0.462,1
12.51,16.99,45.93,125.79,12.13,50.45,1.92,-0.1,2711.1,46.9,8.33,0.358,0
5.93,52.69,77.22,110.06,4.78,73.75,2.7,-0.34,592.7,26.8,2.74,0.776,0
13.14,30.8,62.1,76.68,14.32,50.58,1.86,0.01,508.5,12.3,1.93,0.764,0
7.67,19.59,36.63,40.38,8.51,30.64,1.5,-0.3,2360.6,44.9,7.25,0.497,0
39.42,71.45,96.16,215.68,31.41,51.28,2.4,0.41,2386.0,51.2,6.29,0.476,0
5.47,29.51,63.55,70.97,5.23,51.26,1.69,-0.08,1038.6,28.2,5.46,0.735,0
26.99,52.85,77.52,136.85,20.81,77.67,2.83,0.59,2436.7,35.3,6.98,0.442,0
2.89,3.17,3.85,10.77,3.55,27.37,1.35,-0.13,613.7,18.3,1.8,0.679,0
31.65,55.67,101.64,178.5,36.99,66.78,3.36,0.69,3041.1,48.7,17.39,0.026,0
15.05,51.64,70.63,202.35,15.67,82.37,2.97,0.09,1218.5,27.0,5.5,0.642,0
1.92,4.44,7.59,11.78,2.29,38.85,1.65,-0.41,1900.7,34.8,7.13,0.51,0
9.14,33.09,53.77,117.56,6.59,65.04,1.85,-0.15,1010.5,25.3,4.47,0.641,0
2.26,3.03,7.21,18.97,2.61,48.68,1.43,-0.15,3168.1,51.0,8.9,0.293,0
18.22,67.82,141.13,214.74,16.2,69.35,3.61,0.27,2036.9,40.1,5.45,0.538,0
21.5,39.53,51.7,99.81,26.96,72.8,2.08,0.45,442.5,22.2,1.41,0.834,0
9.24,16.55,19.5,40.23,7.61,23.54,1.15,-0.27,2827.0,52.9,8.29,0.364,0
27.11,52.57,113.87,165.51,23.76,60.53,2.79,0.27,2390.4,45.9,6.41,0.371,0
1.33,3.37,5.45,9.97,1.16,48.78,1.31,-0.26,764.8,22.8,3.07,0.795,0
4.83,14.24,15.65,38.04,6.25,55.94,1.88,-0.08,818.4,27.2,3.16,0.679,0
7.15,11.81,21.14,23.4,5.43,35.96,1.62,-0.42,2546.4,50.0,7.67,0.404,0
11.27,16.8,30.47,48.31,8.47,37.73,1.78,-0.27,1855.9,36.3,4.99,0.524,0
7.52,27.01,45.14,118.36,8.76,62.34,1.92,-0.04,1566.7,38.4,4.58,0.57,0
41.29,90.33,130.36,144.27,41.95,80.49,4.0,1.23,1260.9,31.8,3.95,0.688,1
21.59,48.83,56.98,116.87,15.25,55.53,2.0,-0.23,902.9,28.7,4.9,0.695,0
39.04,65.41,138.4,220.59,46.27,71.3,3.5,0.72,1191.2,20.4,4.12,0.689,1
44.57,79.5,104.17,164.37,57.25,65.02,3.23,0.94,665.1,26.3,8.81,0.616,1
19.71,23.62,40.63,61.49,18.58,49.01,2.09,0.09,2092.2,40.3,6.43,0.481,0
29.25,38.65,71.65,77.7,22.17,55.66,2.02,-0.01,1449.2,28.7,4.14,0.608,0
6.93,12.01,14.36,20.67,8.14,19.03,1.39,-0.23,2553.0,44.6,6.69,0.395,0
21.25,30.5,110.0,201.1,23.77,58.56,2.6,0.32,1030.9,28.1,3.48,0.622,1
29.07,33.63,48.69,127.04,30.41,78.36,2.38,0.73,1239.5,31.4,3.48,0.644,0
59.81,112.77,150.63,265.92,76.46,81.08,3.78,1.85,968.4,20.8,3.23,0.718,1
7.75,8.29,12.65,31.84,8.05,43.84,1.61,-0.33,1559.2,32.0,5.12,0.575,0
4.38,15.37,17.76,50.81,3.6,59.62,2.02,-0.38,2462.0,29.8,8.8,0.318,0
33.52,43.57,88.08,169.25,36.18,70.14,2.28,0.58,631.3,17.2,2.16,0.757,1
24.29,49.55,87.57,135.59,31.15,68.3,3.12,0.89,3022.4,50.2,9.26,0.162,0
6.36,20.78,25.12,65.21,8.26,57.51,2.18,-0.08,2009.9,35.1,7.0,0.529,0
73.18,128.73,167.66,377.62,79.34,73.43,4.31,1.84,1140.2,29.7,5.67,0.601,1
55.77,106.88,146.23,169.75,49.52,64.99,3.53,0.94,1510.4,38.7,10.24,0.403,1
18.96,62.55,136.05,192.61,24.36,56.27,2.95,0.1,1770.1,23.3,7.34,0.433,0
20.77,37.77,43.67,62.16,22.86,59.44,2.09,-0.0,1348.1,35.1,4.43,0.553,0
19.5,39.86,70.7,94.25,19.57,45.15,1.9,-0.24,1946.1,30.5,5.84,0.463,0
56.43,117.99,163.47,302.63,64.07,62.89,4.39,1.54,3029.6,53.9,11.46,0.143,0
43.38,71.26,117.81,181.53,50.05,68.19,2.76,0.69,1851.5,23.9,5.07,0.481,0
37.21,59.7,76.91,222.75,41.87,82.88,2.67,0.68,573.9,17.8,2.13,0.853,1
10.2,24.08,27.56,36.08,11.77,35.11,1.81,-0.25,675.2,25.3,2.88,0.775,0
21.82,39.97,42.56,93.02,22.73,48.16,1.51,0.09,574.6,23.9,3.04,0.679,0
17.63,35.78,54.2,152.7,16.87,69.72,2.38,-0.01,507.5,21.7,1.71,0.798,0
17.06,33.58,45.65,99.12,18.31,48.72,2.13,0.16,3169.5,49.7,8.82,0.301,0
3.6,7.26,12.68,18.62,4.52,41.62,1.13,-0.21,870.2,23.0,2.75,0.734,0
6.58,23.55,42.33,50.15,7.49,44.79,1.62,-0.27,724.8,31.8,4.33,0.637,0
57.28,92.18,158.82,243.09,51.24,53.42,3.13,0.88,2066.1,42.8,5.51,0.506,1
26.95,39.6,68.68,128.07,19.27,79.75,2.54,0.15,1010.7,25.8,7.81,0.582,0
50.79,75.48,84.89,191.93,49.43,62.35,2.79,1.04,2486.9,44.7,7.51,0.422,1
29.58,48.19,123.07,145.03,34.97,57.06,2.91,0.23,1650.7,37.0,4.93,0.486,0
13.51,67.78,136.13,154.71,9.71,57.97,3.39,0.11,3004.2,47.3,10.16,0.326,0
4.16,4.44,8.88,11.09,4.14,28.33,1.81,-0.22,1881.6,35.4,7.16,0.533,0
4.92,8.05,22.23,38.1,6.12,42.53,1.71,-0.22,3019.7,46.5,8.18,0.428,0
4.37,7.0,18.85,43.17,3.29,28.4,1.23,-0.29,2757.0,38.4,10.87,0.382,0
1.51,3.61,5.65,6.33,1.61,40.81,1.39,-0.45,2902.0,53.7,7.93,0.211,0
50.61,65.62,128.27,199.97,61.67,83.17,4.27,2.13,1553.6,31.1,5.95,0.571,1
43.55,58.01,93.01,194.74,54.46,81.66,3.46,1.92,1899.9,34.1,7.35,0.414,1
40.53,75.87,135.35,158.27,40.16,68.97,3.7,0.71,2789.1,38.9,8.9,0.371,0
37.05,58.28,80.11,150.35,28.97,72.17,3.18,0.46,2058.0,32.4,5.59,0.53,0
41.35,47.01,64.2,83.92,47.52,44.0,1.49,0.07,1900.7,29.3,5.09,0.612,0
10.84,28.48,32.36,84.68,13.21,66.47,2.16,0.04,2680.7,45.4,7.37,0.381,0
32.51,80.27,133.57,313.74,37.15,90.24,4.49,1.51,1333.7,32.5,4.64,0.6,1
37.7,56.75,141.36,233.82,37.89,82.05,4.81,1.22,2239.5,40.9,6.6,0.602,1
18.58,20.96,36.85,48.4,14.6,51.32,2.1,-0.22,2060.8,39.7,6.73,0.528,0
70.99,103.61,156.9,317.61,78.42,69.31,3.82,1.67,566.7,28.2,3.03,0.724,1
38.78,43.76,72.14,201.67,39.81,79.09,2.76,0.88,1426.7,30.0,4.76,0.593,0
4.97,11.56,16.49,24.96,5.55,24.81,1.48,-0.38,1870.8,28.4,5.44,0.537,0
72.46,130.7,197.65,215.86,73.18,69.44,5.02,1.66,2580.0,37.3,8.22,0.362,1
40.12,68.59,125.93,148.75,41.99,69.76,3.46,0.82,1503.6,32.7,5.61,0.537,0
12.95,16.25,41.39,52.9,15.43,35.63,1.95,-0.29,1588.6,34.6,7.63,0.541,0
41.72,99.0,132.99,257.25,38.15,63.36,3.03,0.36,1811.9,30.8,9.29,0.376,0
6.56,27.75,40.35,102.71,6.48,62.56,2.34,-0.18,2059.5,34.7,8.43,0.444,0
5.93,13.97,39.17,59.61,5.22,36.46,1.84,-0.31,3090.3,50.2,8.72,0.31,0
21.56,48.58,70.92,134.39,20.8,68.77,2.73,0.47,3170.7,44.8,8.22,0.33,0
11.63,24.77,43.84,68.95,10.36,48.37,1.8,-0.31,1407.9,34.0,4.43,0.608,0
49.3,71.03,142.43,296.91,39.15,67.06,3.59,0.59,1659.7,33.5,6.48,0.508,1
18.68,57.94,105.1,207.3,19.36,61.46,2.72,0.19,2936.2,47.3,7.56,0.385,0
29.81,68.17,76.87,123.07,21.62,47.87,2.15,-0.22,2035.1,25.9,6.58,0.42,0
47.75,90.32,127.63,267.22,36.95,68.29,3.77,0.73,2412.5,33.4,8.63,0.402,0
29.04,36.86,75.96,108.26,28.01,61.07,2.18,0.43,1480.4,26.1,5.18,0.638,0
21.36,49.49,69.5,187.59,27.08,68.93,2.74,0.29,1278.3,32.5,3.46,0.738,0
11.96,14.23,25.55,37.18,13.57,53.73,1.43,-0.01,2673.3,43.3,8.21,0.375,0
13.49,30.13,72.58,180.09,13.11,81.3,3.25,0.12,3157.0,40.3,11.15,0.265,0
0.98,2.26,3.42,4.66,1.13,21.75,1.51,-0.26,634.7,25.4,4.07,0.722,0
17.07,41.04,96.1,174.59,21.37,78.62,3.66,0.32,2172.2,32.6,7.25,0.441,0
11.18,23.42,41.71,45.86,12.11,52.72,1.85,-0.14,2112.7,36.6,5.78,0.488,0
17.67,59.01,93.65,188.73,19.35,73.16,3.59,0.53,1821.9,38.0,5.02,0.491,0
25.56,49.51,122.48,150.39,19.91,49.42,2.72,0.18,1602.9,29.4,6.73,0.541,0
24.26,34.07,47.26,74.26,29.6,66.76,2.49,0.57,2803.4,42.8,12.14,0.288,0
38.79,51.25,84.01,215.05,36.57,79.7,3.12,0.57,1254.1,21.0,5.28,0.656,1
56.46,85.53,127.8,227.91,55.81,86.33,4.43,1.88,467.2,26.0,4.59,0.736,1
14.37,23.3,56.02,73.75,14.23,50.62,1.86,-0.03,536.3,18.7,3.01,0.78,0
14.09,41.45,54.86,163.85,17.3,48.26,1.76,-0.1,3018.1,43.8,8.51,0.252,0
7.46,15.37,23.91,32.48,5.49,55.33,1.84,-0.27,796.2,18.4,3.43,0.717,0
24.99,44.82,72.89,144.45,31.17,51.26,2.01,0.19,2463.9,41.0,8.1,0.386,0
12.68,16.4,28.88,40.42,9.12,57.03,1.79,-0.06,1514.3,35.1,9.76,0.533,0
36.99,54.47,73.16,141.46,45.77,49.68,2.27,0.51,3132.3,55.3,9.88,0.258,0
8.81,18.69,45.37,134.54,7.36,72.57,2.63,-0.17,1726.4,38.3,5.45,0.609,0
33.02,57.42,155.94,244.0,29.08,80.61,4.78,0.91,1734.9,34.3,5.14,0.553,1
19.1,40.51,102.79,163.39,21.24,65.95,2.45,0.17,1141.2,24.3,4.64,0.653,0
22.53,38.46,52.25,117.79,22.36,68.8,2.25,0.47,2112.9,32.4,5.85,0.497,0
11.38,45.56,110.17,147.13,8.56,74.08,3.59,0.11,857.7,22.4,9.26,0.533,0
